Nr,Navn,Inndeling,Rnr,Region,Fnr,Fylke,År,Folkemengde,Antall personer 6-15,SKS tildelinger,Forfattere,Musikere og komponister,Film- og scenekunstnere,Visuelle kunstnere,Kulturformidling,Kunstnerisk Produksjon,Media,Total Besøk,Betalende Besøk,Utstillinger og arrangementer,Billettselskap Arrangementer,Billettselskap Omsetning,Filmfremvisninger,Kinobesøk,Mangfold filmframvisniger,Mangfold kinobesøk,Besøk,Voksne aktive lånere,Utlån,Arrangement deltakere,Teater Forestillinger,Teater Publikum,Dans Forestillinger,Elever,Timer,Mangfold Timer,Publikum,Mangfold Publikum,Frifond,Riksantikvar og Kulturminnefond,Norsk Kulturråd,Historielag,Husflidlag,Kor,Korps,MVA Refusjon,Voksenopplæring,Kunstlag
0,Norge,Land,,,,,2014,5109056,618117,46.57461574,0.114306831,2.387720941,0.596391975,0.965148943,7.646030891,6.414492227,8.256319758,2.074309618,1.154171534,,2.721637813,295.3955897,69.06598792,2.150908504,1,1,4.194195366,133.0151793,4.540798926,,1.835368412,0.339885724,0.251514174,0.166282435,2.011923309,1,5.065024906,1,3.46187143,36.89210257,55.30140989,13.86537944,4.829659334,16.87219713,12.26488807,15.97998613,12.94583579,
0,Norge,Land,,,,,2015,5165802,622464,48.07670716,0.11614847,2.369428793,0.614618988,0.967516757,7.408336595,5.496919936,7.425371704,2.098680128,1.107715704,,3.368112057,329.4296644,68.08971772,2.311356688,1,1,4.337018724,128.9296415,4.401243989,0.123529706,1.853342424,0.34584717,0.215648993,0.164525177,1.993572319,1,4.863657979,1,2.729280371,42.9038221,46.58326045,12.91783928,4.797318984,16.78016308,12.15842187,15.47257657,13.09477212,
0,Norge,Land,,,,,2016,5213985,628122,49.37692072,0.117568424,2.318955655,0.657846158,0.944766815,7.443826555,5.212903374,7.082490648,2.198381468,1.11140922,,3.284819577,356.1594719,70.89893814,2.499340332,1,1,4.59295395,112.8555222,4.258662424,0.145163824,1.934604722,0.337100701,0.228424132,0.159355985,1.988476761,1,5.004155244,1,3.549793488,45.32965457,50.17848018,13.30153424,4.757014069,16.72540293,11.84679281,16.82618535,12.81649257,3.129659943
0,Norge,Land,,,,,2017,5258317,633253,49.88962438,0.306752141,2.614905111,0.748338299,1.279496843,7.591021994,5.326038731,6.860369962,2.098390226,1.103674427,2.882291045,4.638176055,400.975812,71.69061888,2.215950465,1,1,4.626083973,122.4387955,4.053357186,0.033726,1.724315974,0.323995206,0.2297313,0.155853979,1.989628158,1,4.440784331,1,3.561557434,54.17773424,51.39340705,13.94647755,4.869809104,16.54464727,11.61036887,17.98416642,13.12378086,2.8712609
0,Norge,Land,,,,,2018,5295619,637687,52.05241918,0.312711319,2.630476248,0.752131148,1.272183667,7.85517236,6.340712955,6.995216234,2.039498876,1.03559074,3.048557685,4.971467925,403.1520857,75.41875652,2.287602639,1,1,4.696324075,116.4075437,3.954756375,0.042099705,1.667982534,0.33622094,0.237554854,0.155438326,1.990536109,1,4.252006078,1,2.59872623,55.44769346,55.5429777,13.43336822,4.309788903,16.33350133,11.65548352,19.65122151,20.41555482,2.94790845
1,Østfold,Fylke,,,1,Østfold,2014,284962,34522,19.20306918,0.070184797,1.568630203,0.185989711,0.649209368,3.579424625,3.979477965,3.326759357,0.416241464,0.10645279,,2.154673255,165.8825422,73.60279616,1.845460096,10,11,2.790179041,116.2400601,4.236017434,,0.368470182,0.075587929,0.052638597,0.085221018,1.061728753,16,5.088783964,14,2.409791481,48.07302728,13.21228795,14.15978271,3.000400053,15.17395302,9.597770931,9.684740422,12.87540093,
1,Østfold,Fylke,,,1,Østfold,2015,287198,34625,19.43667783,0.076602205,1.559899442,0.191505512,0.633709148,3.62815897,3.488882235,2.527872757,0.410852443,0.21575011,,2.43386096,177.0685485,74.03603089,2.023572588,10,11,3.187553534,105.0181408,4.100540394,0.091410804,0.99931058,0.210220823,0.104457552,0.079768953,1.049732852,16,5.272057762,8,1.76010975,30.81647644,11.66094471,12.38866566,2.799462392,14.69021372,9.098252773,9.493210259,13.72224041,
1,Østfold,Fylke,,,1,Østfold,2016,289867,35130,22.27785502,0.079346735,1.473089382,0.19319205,0.620974447,3.732746397,3.187668827,2.566694381,0.460911383,0.156585607,,3.153170247,181.9642077,75.58983948,2.253357574,11,9,3.135265484,111.0923286,4.049626208,0.071567305,0.417432823,0.103554389,0.027598864,0.072615998,1.045858241,17,5.01283803,11,3.208367976,51.99584292,10.63039256,14.32726043,2.859932314,14.72744397,9.124874511,10.48884488,14.91718616,4.015634757
1,Østfold,Fylke,,,1,Østfold,2017,292893,35259,20.271676,0.215095615,1.628581086,0.22875248,0.706742735,3.940005394,3.182049417,2.451407169,0.560289935,0.144636437,0.662357926,4.547735863,241.3737542,77.77925727,1.971662006,8,7,3.269525048,107.1312732,3.938096848,0.009003288,0.744299113,0.115287835,0.040970593,0.072009983,1.030999178,16,4.40412377,12,2.51540665,63.48608468,18.69624744,14.15192579,2.905497912,14.28508022,8.726736385,10.32463391,13.85488899,3.386902384
1,Østfold,Fylke,,,1,Østfold,2018,295420,35334,21.84611739,0.216640715,1.607880306,0.23018076,0.721007379,4.238033986,4.231263963,2.491368222,0.485613703,0.121488051,0.822557714,5.595423465,281.6748291,77.06316431,2.023749238,8,7,3.193324758,104.1094036,3.806499221,0.01516485,0.43328143,0.05752488,0.08801029,0.075989132,1.0209147,16,4.249674534,10,1.546950105,56.91869474,10.8794259,14.05456638,2.680928847,14.57924311,9.041364837,12.33328481,17.94732923,3.669352109
2,Akershus,Fylke,,,2,Akershus,2014,575757,77875,34.63526279,0.09031588,2.315212842,0.666948035,1.054264212,5.290426343,4.894425947,2.949160844,0.945860841,0.513747987,,1.719475404,323.4712335,78.35249941,2.059502533,4,7,4.247635721,140.2431929,4.728805729,,0.192789666,0.044226449,0.198000198,0.1484687,1.849399679,15,5.30235634,11,3.416349258,23.86909582,5.253952622,11.72022225,6.55484866,14.14832994,10.83616873,11.06239959,11.65595902,
2,Akershus,Fylke,,,2,Akershus,2015,584899,78997,39.39773363,0.087194541,2.239702923,0.639426636,1.078818736,5.043605819,4.017787686,2.362801099,0.709654145,0.280607421,,1.882376274,255.0798052,74.58210734,2.177363955,10,9,4.119545426,132.0416003,4.452240472,0.111865467,0.117969085,0.009917952,0.129936963,0.144739674,1.796713799,15,4.667759535,15,2.68435918,20.96159781,10.79092288,6.202780309,6.577203928,13.85538358,10.53002313,11.91824913,12.71672545,
2,Akershus,Fylke,,,2,Akershus,2016,594533,80197,38.95573501,0.084099621,2.178180185,0.729984711,1.041153309,5.123348914,3.996413992,2.089034587,0.934101219,0.144530245,,2.048666769,353.1806241,77.38006133,2.349772006,7,8,4.064349666,130.8522824,4.206244229,0.133033827,0.297712659,0.01857256,0.161471272,0.150043019,1.823696647,13,4.580807262,15,2.978539459,18.2874811,8.393142181,7.523552099,5.853333625,13.74692406,10.209694,12.50495935,12.26172475,5.532073072
2,Akershus,Fylke,,,2,Akershus,2017,604368,81639,37.40134488,0.311068753,2.448839118,0.784290366,1.313769094,5.208746989,4.070367723,1.879649485,0.745233037,0.198374169,2.46869457,2.663939851,336.1201503,80.35832473,2.022176886,7,9,4.148963876,129.0025283,4.238639372,0.013632423,0.792563471,0.045455749,0.155534376,0.140594569,1.791557956,14,4.231298767,14,2.896281736,33.54731753,8.745003045,7.72708019,5.875559262,12.79518439,10.10146136,13.7321152,13.08639769,5.298096524
2,Akershus,Fylke,,,2,Akershus,2018,614026,82717,39.66995046,0.315947533,2.472208017,0.749153945,1.275190301,5.442766267,4.765270526,1.908713963,0.881128812,0.235648002,1.320790976,6.574640162,415.9948211,80.26533078,2.010450698,6,8,3.85162029,122.0339204,4.065536313,0.01885425,0.021171742,0.005149619,0.100972923,0.138967806,1.810341284,15,4.636036123,12,2.23157977,28.65328211,16.25989779,7.322165511,4.954187608,12.32521098,10.19663662,15.00992466,15.79737666,5.216391488
3,Oslo (Fylke),Fylke,,,3,Oslo,2014,634463,62133,196.8145266,0.383001058,5.727678367,2.811826694,2.695192627,17.79142361,20.24073902,34.88934737,6.273040351,3.882574713,,5.073581911,718.655318,59.30211848,3.0534846,7,1,3.388815423,112.4242076,4.324501192,,6.14850669,1.542223896,0.972475936,0.122044646,0.480968246,18,3.90597589,17,4.672833562,8.951207557,114.9696673,3.74489923,1.773153044,15.93946377,9.157350389,17.3443479,6.56618274,
3,Oslo (Fylke),Fylke,,,3,Oslo,2015,647676,63883,202.3703055,0.385995467,5.626269925,2.941285458,2.675720576,16.4001754,17.23083764,32.13952655,6.659908658,3.745859041,,5.630901871,807.7697645,55.3903495,3.260979255,8,1,3.332396136,110.1306826,3.979515993,0.115690561,5.816179695,1.447702246,0.870805773,0.122082557,0.496642299,18,4.091558004,17,3.841751122,4.508118257,73.58926377,5.80382784,1.652060598,16.40635132,9.475416721,19.99718069,6.714777142,
3,Oslo (Fylke),Fylke,,,3,Oslo,2016,658390,66046,209.6340695,0.390346147,5.499779766,3.107580613,2.54560367,16.75298835,16.31251993,30.64141314,7.144150124,3.861246374,,5.454214068,797.51454,55.52787861,3.303870047,5,1,3.748323942,0,3.71866371,0.170374702,5.322073543,1.342579626,0.788286578,0.107198014,0.476546649,18,3.85918905,17,5.518817114,3.611081578,108.1327496,5.751909962,2.001853005,16.74995064,9.302996704,22.98539923,6.556903963,0.49666611
3,Oslo (Fylke),Fylke,,,3,Oslo,2017,666759,67642,213.5710684,1.123344417,6.387615315,3.542509362,3.870963872,16.96265067,16.76167851,30.55976747,6.73927461,3.665295857,3.187058592,9.544678062,924.9422175,55.03787725,3.180820956,11,1,3.884863946,101.9888745,3.207152809,0.045812655,5.132289178,1.331277118,0.940369759,0.101667603,0.854291712,18,3.164394903,18,6.027068251,14.68071672,102.8138413,6.621582911,1.985724977,16.38073127,9.078242663,25.79122891,6.369617808,0.452937268
3,Oslo (Fylke),Fylke,,,3,Oslo,2018,673469,69197,217.2050815,1.134424896,6.429397641,3.628971786,3.814577954,17.71128292,19.38916268,31.59759395,6.180735862,3.332585464,2.598486345,5.145002962,921.0147267,87.13095926,3.566864993,2,1,4.213604487,101.7389071,3.33533986,0.055378941,5.406336446,1.426907549,0.920606591,0.107360146,0.789066,18,2.616067171,18,5.116294885,16.62437321,115.3142877,6.508094656,1.77736466,17.32967664,9.598066132,27.12759904,14.39561435,0.457333597
4,Hedmark,Fylke,,,4,Hedmark,2014,194433,22212,27.17964543,0.066861078,1.789819629,0.164581115,0.545174945,5.379745208,3.384199184,4.289395319,1.495029136,0.817001229,,2.1138387,121.5591232,50.62926561,1.471370601,14,13,5.073557472,148.611604,4.678362212,,1.05949093,0.14444243,0.072004238,0.174635332,2.243922204,9,5.886952998,9,2.422351144,75.77991905,20.44406042,10.21945863,7.874177737,15.67120808,14.27741176,14.03851198,16.27810094,
4,Hedmark,Fylke,,,4,Hedmark,2015,195153,22079,27.22966083,0.0666144,1.808837169,0.143477169,0.527791015,5.257413414,2.941281969,3.299974891,1.131486577,0.683284397,,2.623582522,145.8063776,50.12989808,1.671806224,16,14,4.700342808,143.2670776,4.717800905,0.154099604,1.019712738,0.118717109,0.015372554,0.169437022,2.238144844,9,5.27157027,14,2.354029915,86.73689874,27.63985181,11.3551931,7.860499198,16.55624049,14.0863835,14.99250844,14.46557317,
4,Hedmark,Fylke,,,4,Hedmark,2016,195356,21988,24.78311902,0.066545179,1.791600975,0.184278957,0.557955732,5.507893282,2.907512439,3.327258953,1.593086468,0.740499396,,2.769303221,183.9533262,51.42406683,2.020685313,13,9,4.772241446,143.6505661,4.586677655,0.132179201,1.704580356,0.157435656,0.163803518,0.168091686,2.284609787,9,5.96348008,8,2.265095518,104.105812,26.44867831,11.55326686,7.76019165,16.80009828,14.34304552,16.34731976,15.17230083,3.583201949
4,Hedmark,Fylke,,,4,Hedmark,2017,196190,21857,22.4940313,0.152912993,1.921606606,0.229369489,0.683011367,5.382537336,2.844181661,3.139813446,1.166359142,0.906656812,2.421122381,3.87889291,252.5282328,51.14939599,1.57688975,16,13,5.047051328,131.8976502,4.294566492,0.019241552,0.754370763,0.10927927,0.096844895,0.191929359,2.291714325,8,4.86320172,4,2.352311535,99.72820225,26.72770274,11.87114532,8.134971201,16.86120597,13.65003313,18.66582395,15.99979612,3.751465416
4,Hedmark,Fylke,,,4,Hedmark,2018,196966,21809,24.49422743,0.142156514,1.934343998,0.2487739,0.68539748,5.544104059,3.838225887,2.914208544,1.246540012,0.673217713,2.817745195,4.203771209,204.5179117,50.1101713,1.681422174,17,15,4.901714001,132.1801732,4.175278982,0.022689195,0.878324178,0.128529797,0.071078257,0.183731487,2.331973039,11,4.656426246,5,1.940893352,73.46424256,35.55435964,12.31684656,7.082440624,16.89124011,13.53025395,19.24508291,29.85794503,3.690992354
5,Oppland,Fylke,,,5,Oppland,2014,187820,21757,31.37275051,0.069215206,1.698434671,0.186348632,0.713449047,7.443296774,3.098711532,4.759876477,2.361617506,1.371680332,,2.933659887,271.4413907,38.50495155,1.400026621,17,16,4.605553189,157.6669151,4.898168459,,0.665530827,0.061956594,0.063890959,0.214229903,2.787930321,2,4.946132279,13,3.116164413,144.9507667,49.12682355,16.51048877,9.29081035,16.80864658,16.17506123,13.62456607,19.65179427,
5,Oppland,Fylke,,,5,Oppland,2015,188807,21614,29.47263608,0.058260552,1.710741657,0.174781655,0.730905104,6.811188145,2.457536002,4.639658487,2.172832575,1.138220511,,2.84417421,287.0842871,24.29994651,1.21420816,18,18,4.564327594,155.4709306,4.789059728,0.202428935,0.852722622,0.08616206,0.031778483,0.21421301,2.824049227,3,4.943925234,8,2.982627763,139.3142468,42.69439163,18.10843878,9.49646994,16.88496719,15.84687008,14.84476211,20.29585767,
5,Oppland,Fylke,,,5,Oppland,2016,188953,21475,24.78009875,0.079384821,1.640619625,0.169354284,0.6932941,6.710663498,2.307452118,4.28678031,2.48560224,1.396225516,,2.746714792,156.6521198,43.57697417,1.819341318,17,14,4.523913354,153.662551,4.598693855,0.178986309,0.629786243,0.083237631,0.185231248,0.211268917,2.803585565,4,5.380628638,7,2.777410255,115.4489317,38.26877583,19.30109604,9.171592936,16.01456447,16.13099554,16.24424063,19.12115711,1.651204268
5,Oppland,Fylke,,,5,Oppland,2017,189479,21435,25.54541664,0.18999467,1.915779585,0.211105188,0.992194386,6.628702917,2.37493337,4.295990585,2.335921131,1.568527383,5.720950607,4.644314146,226.2799994,47.59366473,1.589880673,18,14,4.557518247,148.6391632,4.535674138,0.031649945,0.501374823,0.07496873,0.116107854,0.205738279,2.700723116,3,4.424492652,10,3.509623758,133.9994986,44.93373936,18.92030251,9.568342666,15.51095372,15.83288913,16.15383235,19.15251822,1.673008618
5,Oppland,Fylke,,,5,Oppland,2018,189870,21252,33.37972824,0.194870174,1.927634697,0.200136936,0.953283826,7.057460368,3.170590404,4.592616,2.580986991,1.536872597,16.32169379,5.509032496,275.0156791,47.56412282,1.743329647,18,14,3.963638279,140.1011218,4.326349608,0.048301469,0.53720967,0.077489861,0.073734661,0.195275739,2.645068699,4,3.734377941,16,2.791383578,131.0245115,38.57376099,15.25780797,8.210881129,15.81608469,15.36840996,18.73249592,29.80986991,1.680096908
6,Buskerud,Fylke,,,6,Buskerud,2014,272228,33017,19.19738234,0.080814611,1.546497789,0.165302614,0.72365811,5.223562602,3.857060993,3.232584451,0.956477658,0.609382576,,1.484050134,114.0500904,59.20037616,1.881257622,13,10,3.921958799,120.5754,4.011409554,,0.727331502,0.062799519,0.036733914,0.131144562,1.79913378,11,5.655056486,7,2.433867934,24.55147891,16.24006348,16.77637862,4.114198393,13.15074129,10.28182259,12.06164318,9.94754397,
6,Buskerud,Fylke,,,6,Buskerud,2015,274737,33460,18.0811467,0.090996116,1.525094909,0.149233631,0.702490018,4.979307483,3.603446205,2.962833546,0.996123565,0.618001944,,1.892719219,141.2456386,58.0154839,2.034724118,15,10,3.943749841,113.1773296,3.747511256,0.120791885,0.706129862,0.063831956,0.043678136,0.127166766,1.652420801,14,5.35125523,8,2.823423856,10.04999691,20.80171218,16.09539305,4.222219796,13.11436028,9.598270346,15.68840018,9.86761885,
6,Buskerud,Fylke,,,6,Buskerud,2016,277684,33759,17.02215108,0.090030394,1.512510624,0.190864436,0.705838291,5.020094784,3.356333098,2.808948301,0.936867086,0.583450973,,2.416415782,194.3020592,60.74530762,2.257746215,14,12,5.35651676,108.4218032,3.687104767,0.116827041,0.666224918,0.076885957,0.0684231,0.131787079,1.69119346,14,5.35279481,9,3.178433039,37.74254188,18.92078766,16.82488008,4.912058311,13.7242333,9.298339119,14.83208611,9.107474683,1.332449835
6,Buskerud,Fylke,,,6,Buskerud,2017,279714,34002,18.2585641,0.160878612,1.694588044,0.207354655,0.850869102,5.062313649,3.131770308,2.488255861,1.307539129,0.590099173,1.751789328,3.675182508,244.0004254,59.70026527,1.945422825,14,12,4.374032047,101.1068448,3.527027607,0.026852428,0.357508026,0.050710726,0.082226846,0.130462914,1.662872772,15,4.805805541,11,2.439992278,25.37770723,18.97295094,17.32126386,4.897859957,12.23392465,9.241582474,15.94642385,10.89326955,1.022472955
6,Buskerud,Fylke,,,6,Buskerud,2018,281769,34314,18.91574659,0.156156284,1.728366144,0.227136413,0.855310556,5.138961348,3.889711075,2.313952209,1.215328869,0.512991138,1.753209189,7.371286408,219.5506354,58.14337276,1.971902516,15,10,5.458088008,80.54825052,3.291093058,0.026635293,0.358449652,0.041441748,0.017745032,0.129684677,1.70734977,13,4.5035554,14,2.137921489,39.54657894,24.71173195,17.0955641,4.25525874,13.03195171,8.954143288,16.83129443,14.58286753,1.657386015
7,Vestfold,Fylke,,,7,Vestfold,2014,240860,29187,23.42221623,0.078883999,1.478037034,0.174375156,0.842813253,5.09009383,4.600182679,2.50768081,0.645549282,0.225168147,,1.876608818,249.4203894,133.1271278,2.060217554,1,8,4.217416757,154.0687536,5.906202773,,0.390268206,0.045542535,0.066428631,0.137801076,1.247815808,17,5.31003529,12,3.428086855,19.05589554,8.656480943,7.751390849,4.865897202,13.28572615,10.2424645,12.95295192,12.89130615,
7,Vestfold,Fylke,,,7,Vestfold,2015,242662,29257,18.51297278,0.078298209,1.508270763,0.164838335,0.799465924,4.994601545,4.038539203,2.381913938,0.668069166,0.176030858,,1.912124684,275.0142132,126.0683585,2.23718588,1,7,4.144814598,150.468553,5.816221741,0.142774724,0.37912817,0.046991288,0.053572459,0.147075913,1.285914482,17,5.301021978,12,2.504195136,13.49407818,17.45637966,7.763885569,4.932787169,12.45353619,10.43014563,13.22453454,13.86702492,
7,Vestfold,Fylke,,,7,Vestfold,2016,244967,29407,16.61375206,0.08164365,1.485914429,0.220437855,0.824600865,4.523058208,3.543334408,2.612596799,0.694085326,0.199790176,,2.690158266,338.3481244,119.6242759,2.379749109,1,7,4.281397086,120.9264921,5.481256659,0.140578119,0.44087571,0.06598848,0.093890197,0.134831843,1.220423709,16,5.383786173,11,3.297178804,20.60277507,16.81859189,8.343981026,5.04965975,12.50372499,9.83805982,14.31329526,13.39772296,3.759690081
7,Vestfold,Fylke,,,7,Vestfold,2017,247048,29582,18.17015317,0.198342023,1.704122276,0.218581005,1.060522651,4.938311583,3.699685891,2.501538163,0.779791781,0.33671999,0.829798258,3.485152683,427.0239508,116.989411,2.083607234,1,10,4.398129109,146.0809235,5.102951653,0.026403776,0.522165733,0.0822917,0.125481688,0.122709756,1.1401866,17,5.001352174,9,4.106489427,29.33200026,21.25093099,8.795861533,5.225705126,12.78294097,9.59327742,15.01884654,15.46662997,3.282762864
7,Vestfold,Fylke,,,7,Vestfold,2018,249058,29753,20.06790386,0.252953127,1.710444957,0.204771579,1.0519638,4.778003517,4.183764424,2.521501016,0.779196011,0.302696561,0.794995543,5.773755511,420.5732761,110.2755182,2.098318464,1,9,4.236310418,136.47825,4.919954388,0.046137847,0.252953127,0.045475351,0.052196677,0.120122341,1.189191006,17,5.174234531,4,0.741594327,36.32543424,14.12522384,8.552224783,4.589292454,12.1537955,9.455628809,17.10102868,19.81867677,3.296420914
8,Telemark,Fylke,,,8,Telemark,2014,171469,20017,33.04964746,0.081647411,1.702931725,0.163294823,0.781482367,5.866949711,3.83742834,4.140690154,1.029626346,0.399378313,,2.525237798,235.7872502,92.40737393,2.019058839,2,9,4.388682502,142.3114382,4.853291265,,2.373606891,0.348265211,0.104975243,0.19078783,2.626867163,3,6.728430834,2,2.866407339,65.11279007,39.65148219,12.3054313,3.989059247,15.88625349,11.92635403,14.24574121,14.50407945,
8,Telemark,Fylke,,,8,Telemark,2015,171953,20040,34.19123249,0.075602054,1.68650736,0.203543992,0.738573913,5.931853472,2.989188906,3.349752549,1.30432153,0.726460137,,2.634440806,296.0657331,89.78034696,2.077556076,3,8,4.249219263,124.7375736,4.417829291,0.064500183,2.587916466,0.360104215,0.11049531,0.179590818,2.457235529,10,7.037275449,1,1.935412584,125.8029229,48.91452897,12.93376679,4.390734677,15.88806244,11.49151222,15.51137811,14.57956535,
8,Telemark,Fylke,,,8,Telemark,2016,172494,20008,25.66629564,0.081162243,1.623244866,0.208702911,0.747852099,6.098762856,2.933435366,3.130543671,1.323761986,0.574246061,,2.927638063,274.7101175,97.2265702,2.324712744,3,9,4.335084119,132.282862,4.416779714,0.104021009,3.362435795,0.371769453,0.15072988,0.181427429,2.365853659,10,7.764244302,1,3.978961587,136.6993982,39.23350377,13.12509421,4.394355746,14.84689323,10.8583487,15.97497884,14.37731167,3.362435795
8,Telemark,Fylke,,,8,Telemark,2017,173307,20059,23.73838333,0.201953758,1.869514792,0.248114617,0.900136752,6.035532321,2.838892832,2.781191758,1.02419983,0.694126608,2.44652553,4.200638174,295.8179704,97.91295216,1.961634556,2,10,4.193690965,114.8943782,4.20365017,0.012088375,2.106089194,0.186143664,0.103861933,0.17892218,2.449075228,7,7.060970138,1,3.348393314,147.4869451,40.59065127,15.81009423,4.466063113,14.89841726,11.05552574,16.64130704,17.00450645,2.429215208
8,Telemark,Fylke,,,8,Telemark,2018,173391,20026,26.72338818,0.207623233,1.897445658,0.224925169,0.951606485,6.228696991,3.66801045,2.849052142,1.05275937,0.653367245,2.514548045,6.713151202,258.5715695,94.18597274,1.916748851,3,11,4.033012094,119.1815031,3.983938036,0.011038635,2.030093834,0.236771228,0.109578929,0.18071507,2.42025367,9,4.418955358,12,3.298325749,151.738983,38.10751423,14.66627449,4.215905093,14.36060695,11.30969889,18.40635327,22.45791304,2.526082669
9,Aust-Agder,Fylke,,,9,Aust-Agder,2014,113747,14399,21.24420864,0.026374322,1.07255576,0.149454491,0.67694093,5.679270662,3.411078974,3.340747448,0.373302153,0.097919066,,2.628640755,410.2443229,69.50512981,1.624790104,12,14,4.508189227,145.0675622,4.350444407,,0.395614829,0.053844827,0.026374322,0.127717203,1.791235502,14,5.970414612,3,2.801832136,28.72741259,61.51371025,23.50831231,5.608939137,19.92140452,9.978285142,11.13004299,22.41817367,
9,Aust-Agder,Fylke,,,9,Aust-Agder,2015,114767,14443,23.13822789,0.026139918,1.211149546,0.130699591,0.723204405,5.855341692,2.805684561,3.084510356,0.486341893,0.135082384,,2.509432154,167.9813361,74.47262715,1.725835824,8,16,4.377852519,142.445128,4.177768871,0.128181446,0.261399183,0.050066657,0.008713306,0.125250987,1.708093886,13,5.965034965,4,2.969494715,57.85885315,50.71144144,25.20759452,5.715928795,17.80128434,10.17714151,8.809274443,25.48642031,
9,Aust-Agder,Fylke,,,9,Aust-Agder,2016,115785,14542,23.19781492,0.025910092,1.191864231,0.146823855,0.6477523,5.579306473,2.521915619,3.091937643,0.573260785,0.275303364,,2.608282593,267.01229,74.9665328,1.888068403,10,16,4.580437881,138.0316967,4.178226886,0.147687524,0.319557801,0.060707346,0.060456881,0.119447119,1.625292257,15,5.675766745,6,3.29403636,74.94422421,26.64421125,26.98967915,5.372025737,19.51893596,10.13948266,10.50137755,23.77682774,2.444185344
9,Aust-Agder,Fylke,,,9,Aust-Agder,2017,116673,14721,25.64384219,0.068567706,1.3542122,0.162848303,0.891380182,5.691119625,2.451295501,3.119830638,0.624248969,0.198897774,1.559915319,3.368388573,312.1159737,71.71324985,1.582979781,10,18,4.247015162,134.8126816,3.992997523,0.024727229,0.111422523,0.039443573,0.017141927,0.136064126,1.678214795,13,5.088784729,3,3.137401113,98.08948086,29.10699133,31.79827381,5.665406735,17.36477163,9.359491913,9.789848551,25.37005134,3.685514215
9,Aust-Agder,Fylke,,,9,Aust-Agder,2018,117222,14866,27.34581393,0.068246575,1.305215744,0.204739725,0.895736295,5.664465715,3.685315043,3.019910938,0.576359386,0.198861988,1.731756837,4.214225999,202.0180939,68.66458515,1.561933767,12,17,4.80091621,113.4599307,4.028928017,0.051466448,0.179147259,0.061481633,0.008530822,0.125655859,1.517153236,14,5.231871384,2,2.712801351,114.9016396,35.25362133,32.33181485,4.854037638,18.77633891,8.897647199,11.99043695,25.54981147,3.958301343
10,Vest-Agder,Fylke,,,10,Vest-Agder,2014,178478,22987,23.33377223,0.07844104,2.145922747,0.156882081,0.6947635,5.916695615,6.297694954,4.594403792,1.15015296,0.301684241,,1.736908751,216.6766212,75.52191306,2.397684869,4,4,6.334282096,180.9410684,5.679585159,,0.896469033,0.203145486,0.067235177,0.131465611,1.60503763,12,6.825162048,1,4.128200675,45.94123645,36.98495053,19.09479039,4.056522373,22.31647598,9.844350564,12.6790977,16.79198557,
10,Vest-Agder,Fylke,,,10,Vest-Agder,2015,180877,23303,23.32250645,0.077400665,2.122989656,0.176915805,0.646848411,5.384874804,5.80504984,3.858975989,1.18766344,0.397535342,,2.161689988,232.9040729,73.73519021,2.499527303,6,4,5.951232053,172.7582833,5.741127949,0.122746397,1.022794496,0.289168883,0.165858567,0.127065185,1.531991589,11,5.630305111,3,3.511767665,61.79253305,20.81027439,14.19749332,3.864504608,20.40060373,10.13948705,11.01608275,14.71165488,
10,Vest-Agder,Fylke,,,10,Vest-Agder,2016,182701,23576,27.05639816,0.087574781,2.041587074,0.229883799,0.645864007,5.134071516,5.517211181,3.842343501,1.281284722,0.3549789,,2.337151959,341.9887357,73.07568103,2.765857877,8,4,6.327436631,168.81681,5.486986935,0.206457545,2.463040706,0.490462559,0.240830647,0.132125891,1.642263319,11,6.167119104,3,5.332187563,72.69557912,14.75635054,14.76729739,3.814976382,19.463495,9.605858753,11.27679651,13.65071893,4.811139512
10,Vest-Agder,Fylke,,,10,Vest-Agder,2017,184116,23851,22.79469465,0.190097547,2.221425623,0.266136566,0.738664755,5.072888831,5.235829586,3.530383019,1.382400226,0.361169046,1.515349019,3.269677812,498.5288894,78.39079711,2.428213735,8,5,5.233532121,163.3969889,5.116046406,0.065317517,1.754328793,0.334207782,0.195528906,0.127206406,1.519307367,11,6.260618003,4,7.007538726,76.28795433,16.1854483,15.24582329,3.948597623,19.10751917,9.917660605,12.61156553,14.3279237,4.165851963
10,Vest-Agder,Fylke,,,10,Vest-Agder,2018,186532,23974,25.86984003,0.187635366,2.165848219,0.24124547,0.766624493,5.693393091,6.401046469,3.323826475,0.893980657,0.385515622,1.597581112,4.192310167,407.9982041,77.79362254,2.368944739,10,4,6.235096391,159.1737611,5.090338387,0.064074797,2.18193125,0.667858598,0.198357386,0.134437307,1.545924752,12,5.829607074,3,4.864044775,67.3511033,34.1871636,14.84999893,3.672292154,17.57339223,9.590847683,16.01044861,16.33499882,3.983230759
11,Rogaland,Fylke,,,11,Rogaland,2014,459625,60421,10.05017134,0.080500408,1.823225456,0.232798477,0.585259723,6.762034267,4.268697308,3.35055752,1.373189013,0.701909165,,1.788414468,267.967913,65.57519717,2.37454229,11,6,5.926849062,127.347294,5.194658689,,1.588251292,0.208910933,0.206690237,0.183694411,2.362258155,6,4.309246785,15,3.060112048,9.270601033,32.03916236,8.213217297,3.565950503,16.7854229,12.1229263,12.44563503,7.662768561,
