Nr,Navn,Inndeling,Fnr,Fylke,Rnr,Region,Aar,Produktivitet,Produktivitet Bransjejustert,Arbeidsplassvekst,Arbeidsplassvekst Bransjejustert,Lonnsomhet,Lonnsomhet Bransjejustert,Egenkapital,Etableringsfrekvens,Etableringsfrekvens Bransjejustert,Foretaksvekst,Foretaksvekst Bransjejustert,Storrelse,Produktivitet Score,Produktivitet Bransjejustert Score,Arbeidsplassvekst Score,Arbeidsplassvekst Bransjejustert Score,Lonnsomhet Score,Lonnsomhet Bransjejustert Score,Egenkapital Score,Etableringsfrekvens Bransjejustert Score,Etableringsfrekvens Score,Foretaksvekst Score,Foretaksvekst Bransjejustert Score,Storrelse Score,Produktivitet Indeks,Arbeidsplassvekst Indeks,Lonnsomhet Indeks,Nyetableringer Indeks,Storrelse Indeks,Naringsindeksen
12,Hordaland,Fylke,12,Hordaland,,,2011,571,0,2.06,0.27,60.04,-0.01,84,7.23,0.3,2.59,0.56,36.43,64.52,62.65,65.39,62.19,40.32,41.17,43.04,69.98,68.3,63.85,71.19,59.84,63.58,63.79,41.51,68.33,59.84,59.41
12,Hordaland,Fylke,12,Hordaland,,,2012,628,24,2.04,0.66,61.84,-0.65,83.93,7.59,0.05,4.16,0.7,36.69,70.74,71.35,76.65,71.46,36.73,34.89,40.68,61.93,66,72.24,75.55,61.17,71.05,74.06,37.43,68.93,61.17,62.53
12,Hordaland,Fylke,12,Hordaland,,,2013,578,-20,0.93,0.28,62.52,-0.1,84.77,7.92,0.43,3.53,0.44,36.47,60.49,55.55,68.26,62.84,51.28,47.74,48.17,77.75,73.54,77.15,81.9,61.62,58.02,65.55,49.07,77.58,61.62,62.37
12,Hordaland,Fylke,12,Hordaland,,,2014,616,-21,1.08,-0.2,61.23,-0.47,83.59,7.64,0.24,2.96,0.19,36.35,61.44,56.43,54.31,50.98,45.69,41.99,44.42,69.56,69.14,70.29,65.27,61.21,58.93,52.64,44.04,68.57,61.21,57.08
12,Hordaland,Fylke,12,Hordaland,,,2015,756,62,-5.51,-0.11,59.27,-1.49,83.14,8.05,0.45,2.75,0.51,33.93,80.28,82.63,52.22,54.34,24.94,23.88,40.84,76.7,72.68,76.86,77.75,60.78,81.46,53.28,29.89,76,60.78,60.28
12,Hordaland,Fylke,12,Hordaland,,,2016,981,235,-1.76,-1.3,58.3,-2.14,82.48,8.01,0.39,2.9,0,33,100,100,24.88,24.51,20.06,18.99,33.67,71.48,70.36,63.1,52.49,58.41,100,24.7,24.24,64.36,58.41,54.34
14,Sogn og Fjordane,Fylke,14,Sogn og Fjordane,,,2009,461,-59,-2.06,1.21,63.81,4.45,86.15,4.59,-0.48,1.32,-0.11,33.18,48.51,42.82,62.95,72.66,97.62,100,85.04,31.57,20.13,24.33,43.19,47.66,45.67,67.8,94.22,29.81,47.66,57.03
14,Sogn og Fjordane,Fylke,14,Sogn og Fjordane,,,2010,500,-56,0.32,1.1,62.27,2.38,86.22,4.2,-0.99,0.93,-0.05,33.09,52.78,44.99,55.87,72.99,73.88,83.82,80.54,19.55,15.41,33.29,49.97,48.36,48.89,64.43,79.41,29.55,48.36,54.13
14,Sogn og Fjordane,Fylke,14,Sogn og Fjordane,,,2011,507,-58,0.14,-1.05,62.28,2.36,87.14,4.58,-0.79,1.53,0.23,32.93,49.79,44.34,35.79,39.1,70.16,72.8,86.19,27.73,16.62,33.74,62.22,47.79,47.06,37.44,76.38,35.08,47.79,48.75
14,Sogn og Fjordane,Fylke,14,Sogn og Fjordane,,,2012,531,-66,-0.54,-0.86,65.15,3.38,87.1,4.96,-0.91,2.17,0.31,32.62,48.76,42.23,28.08,33.59,87.21,94.32,81.64,18.05,11.52,26.18,61.47,47.22,45.5,30.83,87.73,29.31,47.22,48.12
14,Sogn og Fjordane,Fylke,14,Sogn og Fjordane,,,2013,596,2,0.04,0.04,63.88,2.11,87.3,4.7,-1.23,1.22,-0.68,32.48,64.63,62.49,45.64,55.5,69,76.97,82.73,7.2,6.8,16.38,20.02,47.73,63.56,50.57,76.23,12.6,47.73,50.14
14,Sogn og Fjordane,Fylke,14,Sogn og Fjordane,,,2014,610,-22,1.15,0.22,63.04,2.17,86.56,5.08,-0.77,1.89,0.13,32.77,60.09,55.95,55.99,61.04,69.67,77.51,82.96,26.82,16.61,36.77,62.25,48.79,58.02,58.52,76.72,35.61,48.79,55.53
14,Sogn og Fjordane,Fylke,14,Sogn og Fjordane,,,2015,670,-45,-6.78,-0.9,63.96,3.57,86.61,5.32,-0.75,0.71,-0.44,30.49,59.51,48.46,36.25,41.42,74.49,78.09,86.68,28.09,17.11,30.8,43.31,48.26,53.99,38.84,79.75,29.82,48.26,50.13
14,Sogn og Fjordane,Fylke,14,Sogn og Fjordane,,,2016,751,-34,1.45,1.38,64.87,4.55,86.98,4.99,-1.13,1.6,-0.26,30.83,64.04,52.78,69.02,74.83,82.84,84.9,94.67,18.23,13.4,23.67,38.56,50.33,58.41,71.93,87.47,23.47,50.33,58.32
15,Møre og Romsdal,Fylke,15,Møre og Romsdal,,,2009,552,32,-1.8,1.51,62.29,2.37,85.25,5.4,-0.42,1.73,-0.02,35.8,67.28,69.86,68.16,79.05,75.62,75.09,70.47,34.89,37.78,39.33,50.2,56.63,68.57,73.6,73.73,40.55,56.63,62.62
15,Møre og Romsdal,Fylke,15,Møre og Romsdal,,,2010,566,3,0.4,1.47,60.85,0.43,85.43,5.78,-0.21,1.47,0.14,35.58,69.2,64.48,58.2,82.77,50.19,52.66,69.14,49.81,44.72,46.65,57.81,57.11,66.84,70.48,57.33,49.75,57.11,60.3
15,Møre og Romsdal,Fylke,15,Møre og Romsdal,,,2011,623,45,0.88,-0.54,60.41,0.29,85.81,5.59,-0.64,1.8,-0.17,35.52,76.42,76.92,47.2,48.03,45.36,45.23,67.97,33.7,36.3,41.39,51.11,56.69,76.67,47.62,52.85,40.63,56.69,54.89
15,Møre og Romsdal,Fylke,15,Møre og Romsdal,,,2012,618,9,0.74,0,63.09,0.69,86.06,6.21,-0.58,3.08,0.4,35.4,68.43,66.58,52.3,54.98,55.9,54.63,68.28,33.31,37.38,47.34,64.9,56.75,67.51,53.64,59.6,45.73,56.75,56.65
15,Møre og Romsdal,Fylke,15,Møre og Romsdal,,,2013,627,17,-0.07,-0.52,61.89,-0.5,86.12,6.11,-0.7,2,-0.39,35,71.88,67.35,42.82,38.71,43.01,42.44,66.63,29.76,36.11,36.95,35.99,56.49,69.61,40.76,50.69,34.7,56.49,50.45
15,Møre og Romsdal,Fylke,15,Møre og Romsdal,,,2014,663,16,1.11,0.04,61.14,-0.32,85.18,5.72,-1.02,1.67,-0.52,35.1,71.69,67.61,54.91,56.79,44.46,44.03,65.03,16.23,29.83,29.92,23.21,56.86,69.65,55.85,51.17,24.8,56.86,51.67
15,Møre og Romsdal,Fylke,15,Møre og Romsdal,,,2015,665,-46,-7.38,-1.39,60.38,-0.45,85.01,6.21,-0.73,1.15,-0.47,32.24,58.12,48.14,28.62,33.42,36.74,35.02,65.58,28.92,35.39,40.6,42.34,54.61,53.13,31.02,45.78,36.81,54.61,44.27
15,Møre og Romsdal,Fylke,15,Møre og Romsdal,,,2016,573,-195,-1.52,-0.93,60.23,-0.44,84.5,6.33,-0.62,2.24,-0.09,31.56,31.21,18.03,28.23,31.36,38.49,35.76,61.11,36.02,38.69,42.88,47.87,53.03,24.62,29.79,45.12,41.36,53.03,38.79
16,Sør-Trøndelag,Fylke,16,Sør-Trøndelag,,,2009,483,-24,-2.48,0.39,60.84,0.67,84.39,6.65,0.4,2.56,0.3,35.62,53.01,53.14,54.71,55.82,54.49,53.01,56.62,79.46,64.89,70.02,76.04,56.02,53.08,55.27,54.71,72.6,56.02,58.34
16,Sør-Trøndelag,Fylke,16,Sør-Trøndelag,,,2010,511,-18,0.47,0.23,61.29,0.66,85.08,7.18,0.76,2.53,0.61,35.32,55.64,57.42,60.2,50.05,57.53,56.32,64.03,87.17,70.67,73.32,76.88,56.2,56.53,55.13,59.29,77.01,56.2,60.83
16,Sør-Trøndelag,Fylke,16,Sør-Trøndelag,,,2011,547,-6,1.48,-0.28,61.49,1.43,85.4,7.11,0.49,2.7,0.38,35.41,58.9,60.86,56.55,52.51,59.57,60.46,62.25,77.23,65.84,66.96,66.18,56.34,59.88,54.53,60.76,69.05,56.34,60.11
16,Sør-Trøndelag,Fylke,16,Sør-Trøndelag,,,2012,548,-35,2.35,1.18,63.26,0.94,85.48,7.57,0.41,4,0.62,35.77,52.71,52.35,82.49,84.4,58.41,58.28,60.69,78.59,65.65,68.48,72.79,58.02,52.53,83.44,59.13,71.38,58.02,64.9
16,Sør-Trøndelag,Fylke,16,Sør-Trøndelag,,,2013,543,-31,0.39,-0.05,62.86,0.45,85.65,7.41,0.24,2.94,0.09,35.34,52.37,52.13,54.56,52.77,55.72,54.99,60.13,69.79,63.06,61.54,62.51,57.69,52.25,53.66,56.94,64.22,57.69,56.95
16,Sør-Trøndelag,Fylke,16,Sør-Trøndelag,,,2014,575,-34,1.24,0.02,61.67,0.17,84.94,7.01,-0.07,2.35,-0.26,35.38,52.5,52.46,58.17,56.21,51.41,50.59,61.99,56.27,56.32,51.26,38.83,57.84,52.48,57.19,54.66,50.67,57.84,54.57
16,Sør-Trøndelag,Fylke,16,Sør-Trøndelag,,,2015,622,-50,-4.03,1.15,59.98,-0.62,83.79,7.49,0.2,2.35,0.3,33.53,47.89,46.87,71.01,74.96,32.45,33.23,49.38,66.66,61.38,67.87,69.85,59.33,47.38,72.98,38.35,66.44,59.33,56.9
16,Sør-Trøndelag,Fylke,16,Sør-Trøndelag,,,2016,663,-79,0.84,0.51,60.28,0.06,83.73,8.07,0.73,3.3,0.54,33.46,47.74,43.07,60.73,58.46,39.02,40.7,50.63,83.51,71.38,75.32,80.47,60.1,45.41,59.59,43.45,77.67,60.1,57.24
17,Nord-Trøndelag,Fylke,17,Nord-Trøndelag,,,2009,337,-118,-1.88,1.12,59.75,-0.09,85.82,4.95,-0.14,1.51,-0.04,30.87,22.87,25.07,66.5,70.91,38.61,43.15,79.7,49.83,27.84,31.22,48.67,39.75,23.97,68.7,53.82,39.39,39.75,45.13
17,Nord-Trøndelag,Fylke,17,Nord-Trøndelag,,,2010,376,-112,-0.02,0.54,62.06,1.71,86.75,4.87,-0.29,0.98,-0.09,30.67,22.03,26.28,46.19,58.34,70.34,73.18,88.29,46.52,27.83,34.5,48.43,39.83,24.15,52.26,77.27,39.32,39.83,46.57
17,Nord-Trøndelag,Fylke,17,Nord-Trøndelag,,,2011,397,-110,1.64,0.48,61.82,1.77,86.99,5.31,-0.14,1.74,-0.21,31.03,24.48,28.11,58.92,65.84,64.01,64.89,84.14,53.01,30.89,39.7,50.16,41.25,26.3,62.38,71.01,43.44,41.25,48.88
17,Nord-Trøndelag,Fylke,17,Nord-Trøndelag,,,2012,418,-113,1.01,0.43,62.25,0.14,87.72,5.9,0.04,2.36,0.29,31.05,23.31,26.99,57.25,65.7,43.06,46.52,89.68,61.63,31.03,30.67,60.91,41.87,25.15,61.47,59.76,46.06,41.87,46.86
17,Nord-Trøndelag,Fylke,17,Nord-Trøndelag,,,2013,434,-95,-1.31,-1.33,63.05,0.83,87.62,5.72,-0.24,1.69,-0.24,30.41,26.92,31.94,11.51,14.52,58.15,60.03,87.07,49.17,28.07,28.77,44.41,40.53,29.43,13.02,68.42,37.61,40.53,37.8
17,Nord-Trøndelag,Fylke,17,Nord-Trøndelag,,,2014,453,-109,-0.28,-1.32,62.48,1.11,87.15,5.73,-0.17,1.75,-0.08,30.17,26.09,29.63,21.11,24.4,62.22,63.16,90.59,51.98,29.99,32.41,49.42,39.74,27.86,22.76,71.99,40.95,39.74,40.66
17,Nord-Trøndelag,Fylke,17,Nord-Trøndelag,,,2015,523,-112,-5.69,0.35,63.21,2.39,87.27,5.67,-0.45,0.72,-0.54,28.32,23.68,27.11,50,61.79,66.59,65.44,95.35,40.3,24.27,30.92,39.8,40.37,25.4,55.9,75.79,33.82,40.37,46.26
17,Nord-Trøndelag,Fylke,17,Nord-Trøndelag,,,2016,568,-116,0.7,0.64,63.7,3.15,86.94,5.46,-0.68,1.63,-0.34,28.39,30.34,35.11,58.77,60.87,71.66,71.1,94.24,33.93,22.31,24.56,34.75,41.21,32.72,59.82,79,28.88,41.21,48.33
18,Nordland,Fylke,18,Nordland,,,2009,422,-77,-2.8,-0.19,60.66,1.01,83.16,5.74,0.01,1.83,0.17,30.2,40.43,37.39,48.51,43.75,51.86,57.45,36.71,58.4,45.09,43.17,65.28,37.46,38.91,46.13,48.68,52.98,37.46,44.83
18,Nordland,Fylke,18,Nordland,,,2010,501,-48,-0.01,0.15,60.9,0.75,83.74,5.25,-0.62,0.58,-0.62,30.09,53.02,47.55,46.45,47.89,50.97,57.71,44.57,33.93,34.94,24.48,27.07,37.79,50.28,47.17,51.08,30.1,37.79,43.28
18,Nordland,Fylke,18,Nordland,,,2011,462,-98,0.72,-0.62,61.23,1.24,83.76,5.49,-0.74,0.65,-1.75,30.18,39.33,31.69,44.85,46.63,56.16,57.83,39.69,29.79,34.47,8.65,8.21,38.29,35.51,45.74,51.23,20.28,38.29,38.21
18,Nordland,Fylke,18,Nordland,,,2012,499,-84,-0.7,-0.93,61.64,-0.4,83.97,6.58,-0.12,2.57,-0.18,29.84,41.48,36.46,25.2,31.82,33.69,38.54,41.19,54.19,45.15,35.53,44.14,37.71,38.97,28.51,37.81,44.75,37.71,37.55
18,Nordland,Fylke,18,Nordland,,,2013,486,-104,-0.46,-0.62,60.81,-1.15,84.41,5.91,-0.77,1.36,-0.93,29.54,39.07,29.22,32.94,35.95,28.98,33.76,43.28,26.74,31.86,19.93,6.3,37.51,34.14,34.45,35.34,21.21,37.51,32.53
18,Nordland,Fylke,18,Nordland,,,2014,509,-113,1.53,0.39,59.98,-1.07,83.33,6,-0.63,1.62,-0.49,29.83,38.37,28.64,65.27,65,29.04,33.96,41.12,32.76,35.62,28.24,25.11,38.58,33.5,65.13,34.71,30.43,38.58,40.47
18,Nordland,Fylke,18,Nordland,,,2015,617,-89,-6.91,-1.27,62.56,1.75,84.08,6.31,-0.62,0.66,-0.91,27.68,46.67,34.55,34.61,35.47,59.67,58.59,53.3,33.32,37.33,29.63,26.33,38.02,40.61,35.04,57.19,31.65,38.02,40.5
18,Nordland,Fylke,18,Nordland,,,2016,706,-65,1.55,1,62.08,1.4,83.87,6.44,-0.58,1.98,-0.38,28.08,55.66,46.14,70.47,67.7,56.23,53.91,52.58,37.46,40.78,35.16,32.34,40.08,50.9,69.08,54.24,36.44,40.08,50.15
19,Troms,Fylke,19,Troms,,,2009,381,-97,-2.39,-0.01,59.23,-0.58,83.07,6.18,0,2.19,0.15,29.89,31.85,31.5,56.52,47.59,31.05,36.88,35.27,57.42,54.66,56.36,64,36.39,31.68,52.06,34.4,58.11,36.39,42.53
19,Troms,Fylke,19,Troms,,,2010,409,-104,-1.17,-1.46,60.02,-0.3,83.67,5.92,-0.44,1.11,-0.53,29.36,30.14,28.91,13.38,5.21,36.37,40.89,43.52,40.94,47.35,37.86,30.43,35.24,29.53,9.3,40.26,39.14,35.24,30.69
19,Troms,Fylke,19,Troms,,,2011,458,-75,0.97,-0.53,61.16,1.18,84.54,5.92,-0.78,1.88,-0.88,29.45,38.41,39.15,48.68,48.07,55.2,57.04,50.47,28.3,42.75,43.63,32.05,35.79,38.78,48.37,54.24,36.68,35.79,42.77
19,Troms,Fylke,19,Troms,,,2012,461,-88,1.03,0.45,61.44,-0.57,85.08,6.93,-0.26,2.77,-0.72,29.55,33.03,35.17,57.6,66.14,30.77,35.99,55.56,47.66,52.28,40.14,25.07,36.72,34.1,61.87,40.77,41.29,36.72,42.95
19,Troms,Fylke,19,Troms,,,2013,471,-85,1.64,1.4,61.03,-0.88,85.12,6.87,-0.25,2.11,-0.59,29.7,35.66,35.05,86.29,96.08,31.81,37.31,52.99,48.79,51.8,39.63,25.08,38.08,35.35,91.19,40.7,41.32,38.08,49.33
19,Troms,Fylke,19,Troms,,,2014,491,-103,1.36,0.09,60.13,-0.88,84.25,7.55,0.47,2.86,0.4,29.8,34.39,31.55,61.22,57.86,31.06,36.4,53.02,79.28,67.27,67.39,77.89,38.48,32.97,59.54,40.16,72.96,38.48,48.82
19,Troms,Fylke,19,Troms,,,2015,608,-55,-5.41,-0.11,62.91,2.36,83.78,7.16,-0.21,1.06,-0.9,27.95,44.28,45.28,53.57,54.34,63.37,65.12,49.33,49.91,54.66,38.61,26.87,39,44.78,53.95,59.27,42.51,39,47.9
19,Troms,Fylke,19,Troms,,,2016,682,-29,1.99,1.26,63.1,2.79,83.98,7.22,-0.23,2.46,-0.28,28.35,51.26,53.85,76.41,72.55,65.93,67.53,54.09,49.88,55.4,49.65,37.56,41.09,52.56,74.48,62.52,48.12,41.09,55.75
20,Finnmark,Fylke,20,Finnmark,,,2009,368,-134,-0.77,1.57,59.03,-0.1,83.01,5.08,-0.63,1.25,-0.3,29.78,29.31,20.34,88.33,80.21,28.23,43.01,34.41,23.49,30.66,21.64,28.16,36,24.83,84.27,35.21,25.99,36,41.26
20,Finnmark,Fylke,20,Finnmark,,,2010,422,-127,0.01,-0.24,58.47,-1.33,83.41,5.16,-0.69,0.36,-0.66,29.63,33.37,21.3,46.95,37.58,10.53,24.36,39.78,30.96,33.11,18.97,25.42,36.19,27.34,42.27,24.89,27.12,36.19,31.56
20,Finnmark,Fylke,20,Finnmark,,,2011,438,-120,2.71,1.15,60.72,0.94,84.94,6.14,-0.13,1.61,-1,30.21,33.96,25,75.48,77.6,49.34,53.82,55.91,53.35,47.05,35.97,28.53,38.39,29.48,76.54,53.02,41.22,38.39,47.73
20,Finnmark,Fylke,20,Finnmark,,,2012,434,-129,1.5,0.95,61.79,0.12,84.43,6.46,-0.27,1.94,-0.87,30.5,26.79,21.82,66.47,78.77,36.03,46.19,47.04,47.43,42.53,20.8,19.74,39.99,24.31,72.62,43.09,32.63,39.99,42.53
20,Finnmark,Fylke,20,Finnmark,,,2013,442,-149,0.7,0.56,60.29,-1.22,84.36,6.59,-0.03,1.95,-0.26,30.41,28.8,14.92,62.32,71.05,22.15,32.85,42.5,58.25,46.1,35.6,42.94,40.54,21.86,66.69,32.5,45.72,40.54,41.46
20,Finnmark,Fylke,20,Finnmark,,,2014,480,-136,0.26,-0.94,59.49,-1.12,83.46,6.21,-0.39,1.25,-0.76,30.22,32.11,21.53,34.27,33.46,22.55,33.29,42.84,42.84,39.93,16.41,8.57,39.91,26.82,33.86,32.89,26.94,39.91,32.09
20,Finnmark,Fylke,20,Finnmark,,,2015,615,-86,-9.48,-2.84,61.65,1.28,82.85,7.45,0.52,0.44,-1.04,27.21,46.15,35.52,2.06,9.83,50.1,53.55,36.96,79.76,60.56,24.69,21.65,36.29,40.83,5.95,46.87,46.67,36.29,35.32
20,Finnmark,Fylke,20,Finnmark,,,2016,759,-45,0.68,0.21,61.26,0.96,82.41,7.04,0.01,2.59,0.23,27.33,65.4,50.5,58.41,52.76,48.35,49.5,32.8,58.21,52.09,53.71,64.54,37.3,57.95,55.59,43.55,57.14,37.3,50.3
101,Halden,Kommune,1,Østfold,3001,Halden,2009,449,-46,-4.17,-0.94,58.7,-1.84,81.31,5.67,-0.8,1.52,-0.66,31.1,52.31,52.3,41.74,42.73,49.75,46.01,40.43,43.3,58.63,50.3,41.95,56.66,52.31,42.23,45.4,48.55,56.66,49.03
101,Halden,Kommune,1,Østfold,3001,Halden,2010,476,-82,-2.92,-2.12,61.68,0.82,81.53,6.47,-0.18,1.03,-0.73,29.79,51.9,49.74,40.75,40.9,58.31,55.45,40.15,54.49,67.22,49.75,42.23,53.89,50.82,40.83,51.3,53.42,53.89,50.05
101,Halden,Kommune,1,Østfold,3001,Halden,2011,412,-130,-0.01,-1.22,60.45,0.14,81.26,6.3,-0.61,2.06,-0.75,29.33,45.79,44.61,48.46,48.28,52.28,51,35.45,49.25,63.5,52.56,46.63,52.93,45.2,48.37,46.25,52.98,52.93,49.14
101,Halden,Kommune,1,Østfold,3001,Halden,2012,514,-108,-0.88,-0.84,64.83,2,81.3,7.05,-0.4,3.73,0.18,28.75,53.98,48.38,46.22,47.77,62.88,59.68,33.96,51.56,64.48,63.24,53.6,52.1,51.18,46.99,52.17,58.22,52.1,52.13
101,Halden,Kommune,1,Østfold,3001,Halden,2013,506,-78,-0.19,-0.68,62.4,-0.45,81.27,8.15,0.77,3.25,0.44,28.38,52.1,51.44,49.58,47.23,55.84,52.17,33.72,71.91,78.67,64.77,57.85,51.72,51.77,48.41,47.24,68.3,51.72,53.49
101,Halden,Kommune,1,Østfold,3001,Halden,2014,514,-104,2.38,1.06,62.2,0.31,80.71,7.21,-0.08,3.22,0.72,28.81,50.8,49.63,57.87,56.18,58.09,54.64,34.53,58.85,69.8,66.71,60.23,52.52,50.21,57.03,49.09,63.9,52.52,54.55
101,Halden,Kommune,1,Østfold,3001,Halden,2015,657,-74,-6.23,-1.74,62.51,1.38,80.24,8.08,0.6,-1.76,-3.67,26.84,54.68,51.78,52.84,46.17,56.89,54.42,31.51,67.71,74.39,23.79,18.24,52.97,53.23,49.5,47.61,46.03,52.97,49.87
101,Halden,Kommune,1,Østfold,3001,Halden,2016,628,-147,0.41,0.92,61.28,0.56,80.8,8.25,0.75,6.04,3.48,26.76,48.59,48.34,49.67,51.79,51.56,49.94,34.39,72.41,78.19,93.88,91.04,52.86,48.47,50.73,45.29,83.88,52.86,56.25
104,Moss,Kommune,1,Østfold,3003,Mosseregionen,2009,379,-104,-8.7,-5.39,56.32,-4.33,79.87,7.33,0.16,1.9,-0.69,33.89,47.37,47.32,23.92,25.12,42.69,38.3,34.36,59.28,79.36,55.12,41.5,63.42,47.35,24.52,38.45,58.81,63.42,46.51
104,Moss,Kommune,1,Østfold,3003,Mosseregionen,2010,425,-102,1.17,1.43,59.13,-2.04,80.46,7.08,-0.29,0.81,-1.44,33.78,48.43,48.16,54.19,52.36,50.34,46.11,35.63,52.67,74.76,47.41,34.24,63.44,48.3,53.28,44.03,52.27,63.44,52.26
104,Moss,Kommune,1,Østfold,3003,Mosseregionen,2011,450,-88,-2.16,-3.64,58.94,-1.29,80.2,7.63,-0.04,2.65,-1.06,32.8,49.18,49.29,40.82,39.58,47.24,46.15,30.53,59.14,80.33,56.98,44.29,61.11,49.23,40.2,41.31,60.18,61.11,50.41
104,Moss,Kommune,1,Østfold,3003,Mosseregionen,2012,595,19,-4.96,-5.37,60.87,-1.85,80.63,8.17,-0.07,3.25,-1.27,30.71,61.23,62.79,30.66,30.68,49.59,46.18,30.72,56.55,76.96,58.97,39.25,56.71,62.01,30.67,42.16,57.93,56.71,49.9
104,Moss,Kommune,1,Østfold,3003,Mosseregionen,2013,474,-81,-0.6,-1.02,62.17,-0.66,80.04,7.45,-0.64,2.08,-1.16,30.26,49.43,51.09,47.71,45.69,55.07,51.43,27.76,49.45,70.5,52.81,39.62,56.16,50.26,46.7,44.75,53.09,56.16,50.19
104,Moss,Kommune,1,Østfold,3003,Mosseregionen,2014,488,-89,2.93,1.86,60.99,-0.84,78.81,7.4,-0.58,2.75,-0.15,30.83,48.69,51.19,60.5,60,54,50.54,24.97,50.47,72.13,61.43,49.61,57.23,49.94,60.25,43.17,58.41,57.23,53.8
104,Moss,Kommune,1,Østfold,3003,Mosseregionen,2015,527,-116,-10.13,-5.7,61.82,0.82,79.09,9.06,0.89,3.9,1.59,27.28,45.42,48.24,40.84,32.82,54.37,52.34,25.84,71.95,85.13,70.22,62.21,54.04,46.83,36.83,44.19,72.37,54.04,50.85
104,Moss,Kommune,1,Østfold,3003,Mosseregionen,2016,543,-138,3.03,2.94,59.92,-0.88,79.06,7.51,-0.61,1.79,-1.21,27.77,47.09,48.49,60.06,59.89,46.51,44.52,25.51,49.91,69.38,48.09,36.68,55.41,47.79,59.98,38.85,51.02,55.41,50.61
105,Sarpsborg,Kommune,1,Østfold,3004,Nedre Glomma,2009,481,-5,-5.07,-1.98,63.99,3.42,84.34,7.18,0.61,2.59,0.41,31,54.58,55.73,38.2,38.61,65.41,62.25,53.16,66.78,77.54,63.9,56.63,56.43,55.15,38.41,60.27,66.21,56.43,55.29
105,Sarpsborg,Kommune,1,Østfold,3004,Nedre Glomma,2010,497,-40,1.23,1.11,63.56,2.57,82.59,6.84,0.07,1.64,-0.11,31.12,53.32,53.12,54.42,51.33,64.16,61.18,44.65,58.55,71.75,56.21,49.23,57.08,53.22,52.87,56.66,58.93,57.08,55.75
105,Sarpsborg,Kommune,1,Østfold,3004,Nedre Glomma,2011,521,-17,0.1,-1.3,64.86,4.36,83.2,6.96,-0.1,1.24,-1.79,30.77,55.54,57.25,48.85,48,67,65.3,44.5,58.09,71.92,46.36,38.9,56.33,56.39,48.42,58.93,53.82,56.33,54.78
105,Sarpsborg,Kommune,1,Østfold,3004,Nedre Glomma,2012,551,-46,-1.22,-1.46,64.6,1.76,82.87,8.37,0.71,4.55,0.96,30.09,57.25,55.46,44.89,45.42,62.11,58.82,41.47,68.44,79.26,70.52,61.34,55.26,56.35,45.16,54.14,69.89,55.26,56.16
105,Sarpsborg,Kommune,1,Østfold,3004,Nedre Glomma,2013,561,-4,0.45,0.05,65.74,2.96,82.47,7.64,0.03,2.5,-0.36,30.03,56.73,59.17,52.47,50.55,66.92,64.13,39.52,60.15,72.72,57.11,48.76,55.61,57.95,51.51,56.86,59.68,55.61,56.32
105,Sarpsborg,Kommune,1,Østfold,3004,Nedre Glomma,2014,593,-3,-0.24,-1.44,64.86,3.07,81.59,8.14,0.57,2.98,0.42,29.75,57.4,60.21,45.38,44.2,67.05,64.48,38.97,69.78,81.21,63.96,56.54,54.72,58.8,44.79,56.83,67.87,54.72,56.61
105,Sarpsborg,Kommune,1,Østfold,3004,Nedre Glomma,2015,629,-66,-2.71,1.13,64.06,3.06,81.41,8.32,0.52,2.65,0.7,28.88,52.68,52.46,63.67,55.8,62.57,60.66,37.22,66.53,77.04,59.96,54.76,57.98,52.57,59.73,53.48,64.57,57.98,57.67
105,Sarpsborg,Kommune,1,Østfold,3004,Nedre Glomma,2016,639,-86,1.35,0.66,63.88,3.14,80.89,7.48,-0.26,1.94,-0.67,29.01,48.77,49.43,53.4,50.72,61.29,59.65,34.87,55.81,69.07,49.73,42.9,58.53,49.1,52.06,51.94,54.38,58.53,53.2
106,Fredrikstad,Kommune,1,Østfold,3004,Nedre Glomma,2009,425,-63,-4.62,-1.12,59.24,-1.29,81.14,6.95,0.07,2.26,-0.22,31.32,50.61,50.79,39.97,42.02,51.35,47.69,39.68,57.72,74.57,59.81,47.98,57.21,50.7,41,46.24,60.02,57.21,51.03
106,Fredrikstad,Kommune,1,Østfold,3004,Nedre Glomma,2010,435,-83,-0.68,-0.44,61.14,0.14,82.02,7.25,0.19,2.46,0.33,30.74,49.13,49.68,48.11,46.32,56.62,53.24,42.23,60.49,76.87,64.87,54.13,56.16,49.4,47.21,50.7,64.09,56.16,53.51
106,Fredrikstad,Kommune,1,Østfold,3004,Nedre Glomma,2011,465,-70,1.97,0.42,61.7,1.22,83.07,7.21,-0.12,2.63,-0.68,30.95,50.54,51.26,55.51,54.19,56.45,54.66,43.9,57.75,75.1,56.88,47.18,56.75,50.9,54.85,51.67,59.23,56.75,54.68
106,Fredrikstad,Kommune,1,Østfold,3004,Nedre Glomma,2012,488,-82,2,1.35,63.9,1.16,82.83,8.03,0.16,4.03,0.01,31.15,51.59,51.3,57.2,56.05,59.75,56.73,41.26,59.99,75.45,65.88,51.88,57.76,51.44,56.62,52.58,63.3,57.76,56.34
